,C1,C2,Splitpoint,Predicted ERT,Achieved ERT
0,10110111000,00110010010,10e-0.4,421.9,487.7
1,10110111020,00110010010,10e-0.4,421.9,487.7
2,10110111010,00110010010,10e-0.4,423.8,484.7
3,10110111020,00110011010,10e-0.4,424.6,471.3
4,10110111000,00110011010,10e-0.4,424.6,471.3
5,10110111010,00110011010,10e-0.4,426.5,472.8
6,10110111020,10110011010,10e-0.2,426.7,458.2
7,10110111000,10110011010,10e-0.2,426.7,458.2
8,10110111010,10110011010,10e-0.4,429.6,470.9
9,10110111110,10110010010,10e0.0,436.5,529.8
10,10100111010,10110010010,10e0.0,436.5,490.6
11,10110111100,10110010010,10e0.2,439.4,526.6
12,10110111110,00110010020,10e0.0,440.8,560.2
13,10110111110,00110010000,10e0.0,440.8,560.2
14,10100111010,00110010020,10e-0.2,442.8,520.0
15,10100111010,00110010000,10e-0.2,442.8,520.0
16,10110111100,00110011000,10e0.4,444.9,532.9
17,10110111100,00110011020,10e0.4,444.9,532.9
18,00110111010,00110010020,10e-0.4,447.9,488.7
19,00110111010,00110010000,10e-0.4,447.9,488.7
20,10110011010,10110110010,10e-3.6,448.2,526.5
21,10100111020,00110011000,10e0.2,449.9,507.4
22,10100111020,00110011020,10e0.2,449.9,507.4
23,10110011010,01111000110,10e-5.8,450.9,446.5
24,00110111010,00110011000,10e-1.0,451.8,490.8
25,10110011020,10110110010,10e-2.8,452.2,525.2
26,10110011000,10110110010,10e-2.8,452.2,525.2
27,11010111000,00110011020,10e0.8,451.6,508.6
28,10110011010,10110010020,10e-7.0,450.7,457.2
29,10100111020,10110010000,10e0.0,450.3,521.4
30,01110111010,10110010020,10e-0.2,451.5,502.5
31,01110111010,10110010000,10e-0.2,451.5,502.5
32,00110011010,10110010020,10e-7.4,452.7,455.9
33,00110011010,10110010000,10e-7.4,452.7,455.9
34,11010111000,10110011020,10e1.0,451.7,475.6
35,11010111000,10110011000,10e1.0,451.7,475.6
36,11110111120,10110011000,10e0.2,450.7,588.9
37,11110111120,10110011020,10e0.2,450.7,588.9
38,00110011010,01111000110,10e-6.4,452.8,448.8
39,11100111020,10110011000,10e0.2,451.0,533.6
40,11100111020,10110011020,10e0.2,451.0,533.6
41,10110011020,01111000110,10e-5.4,456.1,449.4
42,10110011000,01111000120,10e-6.6,458.6,453.2
43,00110011000,01111000120,10e-7.2,462.3,454.5
44,00110011020,01111000120,10e-7.2,462.3,454.5
45,00110011020,01111000020,10e-7.2,461.7,454.2
46,00110011000,01111000020,10e-7.2,461.7,454.2
