,C1,C2,Splitpoint,Predicted ERT,Achieved ERT
0,01100101010,11011100020,10e-0.4,2598.0,3264.5
1,01100101010,11000100010,10e-0.4,2674.7,2976.6
2,01000101010,11011100020,10e-0.4,2674.0,3301.0
3,01110101010,11011100020,10e-0.4,2663.5,2965.9
4,01000101010,00110101100,10e-1.6,2683.9,27914.9
5,01000101010,11000100010,10e-0.4,2750.8,2810.1
6,01110101010,11000100010,10e-0.4,2740.2,2517.7
7,01110101010,00110101100,10e-1.6,2745.8,27623.4
8,11100101110,01000101010,10e0.8,2860.1,3358.7
9,01100101010,01000101010,10e-0.4,2813.5,3494.5
10,11101101110,01000101010,10e1.0,2852.4,3159.7
11,11011100020,00110101100,10e-1.6,2825.8,26971.1
12,11100101110,01110101010,10e0.6,2879.4,2920.4
13,11011100020,01110101010,10e1.6,2914.0,3332.0
14,01110101110,01110101010,10e1.6,2922.0,4004.8
15,11011100020,00000101020,10e-1.8,2998.4,24550.3
16,11000100010,00001101100,10e-2.4,3082.1,6575.6
17,11000100010,00000101020,10e-2.2,3100.9,11029.4
18,11000100010,11010100000,10e-2.8,3074.6,3086.9
19,11100101110,01100101010,10e0.8,3235.9,3147.0
20,01110101110,01100101010,10e1.6,3235.1,3493.7
21,01000101020,01100101010,10e1.6,3243.7,3719.2
22,01000101110,00000101020,10e-1.6,3214.0,24715.4
23,01000101110,01000101020,10e-1.6,3330.1,3346.0
24,01110101000,01000101020,10e-1.6,3390.2,3386.2
25,01010101000,01000101110,10e-0.4,3400.1,3609.3
26,01010101020,01000101110,10e-0.4,3400.1,3609.3
27,01000101020,01000101110,10e0.0,3378.1,3428.1
28,11010100000,01000101020,10e-1.4,3424.2,3863.4
29,01010101000,11000100020,10e-0.4,3453.6,3621.6
30,01010101020,11000100020,10e-0.4,3453.6,3621.6
31,01101101010,11000100020,10e-0.4,3461.5,3584.7
32,01000101020,11010100000,10e0.0,3463.4,4068.0
33,01101101010,11010100000,10e-0.2,3505.8,3176.9
34,11010100000,11011100010,10e-1.6,3480.0,3496.1
35,11010100000,01100100010,10e-1.6,3484.2,3683.9
36,01101101010,11111100000,10e-0.4,3479.0,3291.5
37,01010100010,11011100010,10e-1.4,3554.9,3770.7
38,11110100010,11011100010,10e-1.6,3577.7,3833.0
39,01010100010,01100100010,10e-1.6,3566.4,3832.2
40,11110100010,01100100010,10e-1.6,3581.8,3777.1
41,01010100010,00110101010,10e-1.6,3623.0,22514.7
42,11110100010,00110101010,10e-1.0,3783.1,22942.1
43,01110101110,11111100000,10e-0.4,3578.6,3331.1
44,01100101000,11111100000,10e-0.4,3603.6,3667.5
